Name,PlayerId,YR,Wt,BMI,Total_TD,2PM,Total_Pts,PB,AP1,AV
Brenton Bersin,BersBr00,2014,211,26.4,1,,6,0,0,1
Bernard Berrian,BerrBe00,2011,190,25.1,0,,0,0,0,1
Giovani Bernard,BernGi00,2013,202,29.8,8,,48,0,0,9
Giovani Bernard,BernGi00,2016,202,29.8,3,,18,0,0,5
Giovani Bernard,BernGi00,2014,202,29.8,7,,42,0,0,7
Giovani Bernard,BernGi00,2015,202,29.8,2,,12,0,0,10
Cedric Benson,BensCe00,2011,222,31,6,,36,0,0,7
Cedric Benson,BensCe00,2012,222,31,1,,6,0,0,3
Martellus Bennett,BennMa00,2011,248,27.9,0,,0,0,0,1
Martellus Bennett,BennMa00,2014,248,27.9,6,2,40,1,0,7
Martellus Bennett,BennMa00,2012,248,27.9,5,,30,0,0,7
Martellus Bennett,BennMa00,2015,248,27.9,3,,18,0,0,4
Martellus Bennett,BennMa00,2013,248,27.9,5,,30,0,0,7
Martellus Bennett,BennMa00,2016,248,27.9,7,,42,0,0,7
Earl Bennett,BennEa00,2011,205,27,1,,6,0,0,3
Earl Bennett,BennEa00,2012,205,27,2,,12,0,0,3
Earl Bennett,BennEa00,2013,205,27,4,1,26,0,0,2
Arrelious Benn,BennAr00,2011,225,28.9,3,,18,0,0,3
Arrelious Benn,BennAr00,2012,225,28.9,0,,0,0,0,0
Arrelious Benn,BennAr00,2016,225,28.9,1,,6,0,0,1
Travis Benjamin,BenjTr00,2014,172,24.7,3,,18,0,0,2
Travis Benjamin,BenjTr00,2012,172,24.7,3,,18,0,0,3
Travis Benjamin,BenjTr00,2015,172,24.7,6,,36,0,0,7
Travis Benjamin,BenjTr00,2013,172,24.7,1,,6,0,0,2
Travis Benjamin,BenjTr00,2016,172,24.7,4,,24,0,0,6
Kelvin Benjamin,BenjKe00,2016,240,28.5,7,,42,0,0,7
Kelvin Benjamin,BenjKe00,2014,240,28.5,9,,54,0,0,8
Josh Bellamy,BellJo02,2015,206,27.9,2,,12,0,0,2
Josh Bellamy,BellJo02,2016,206,27.9,1,,6,0,0,2
Josh Bellamy,BellJo02,2013,206,27.9,0,,0,0,0,0
Le'Veon Bell,BellLe00,2015,230,29.5,3,,18,0,0,5
Le'Veon Bell,BellLe00,2013,230,29.5,8,,48,0,0,8
Le'Veon Bell,BellLe00,2016,230,29.5,9,1,56,1,0,15
Le'Veon Bell,BellLe00,2014,230,29.5,11,,66,1,1,17
Kahlil Bell,BellKa00,2012,219,29.7,0,,0,0,0,1
Kahlil Bell,BellKa00,2011,219,29.7,1,,6,0,0,3
Joique Bell,BellJo01,2015,220,30.7,4,,24,0,0,4
Joique Bell,BellJo01,2013,220,30.7,8,1,50,0,0,8
Joique Bell,BellJo01,2016,220,30.7,0,,0,0,0,0
Joique Bell,BellJo01,2014,220,30.7,8,,48,0,0,8
Joique Bell,BellJo01,2012,220,30.7,3,,18,0,0,6
Blake Bell,BellBl00,2015,263,30.4,0,,0,0,0,1
Blake Bell,BellBl00,2016,263,30.4,0,,0,0,0,1
Travis Beckum,BeckTr00,2011,240,30,1,,6,0,0,1
Odell Beckham,BeckOd00,2015,198,27.6,13,,78,1,0,13
Odell Beckham,BeckOd00,2016,198,27.6,10,,60,1,0,10
Odell Beckham,BeckOd00,2014,198,27.6,12,,72,1,0,11
Anthony Becht,BechAn00,2011,272,32.3,0,,0,0,0,0
Will Beatty,BeatWi20,2012,291,33.6,0,,0,0,0,9
Cole Beasley,BeasCo00,2014,174,26.5,4,,24,0,0,4
Cole Beasley,BeasCo00,2012,174,26.5,0,,0,0,0,1
Cole Beasley,BeasCo00,2015,174,26.5,5,,30,0,0,3
Cole Beasley,BeasCo00,2013,174,26.5,2,,12,0,0,4
Cole Beasley,BeasCo00,2016,174,26.5,5,,30,0,0,9
Kelvin Beachum,BeacKe00,2013,303,38.9,0,,0,0,0,6
Alex Bayer,BayeAl00,2014,257,31.3,0,,0,0,0,0
Jackie Battle,BattJa00,2013,238,30.6,1,,6,0,0,1
Jackie Battle,BattJa00,2011,238,30.6,2,,12,0,0,3
Jackie Battle,BattJa00,2014,238,30.6,1,,6,0,0,0
Jackie Battle,BattJa00,2012,238,30.6,4,,24,0,0,3
Arnaz Battle,BattAr00,2011,217,28.6,0,,0,0,0,0
Baron Batch,BatcBa00,2012,200,29.5,1,,6,0,0,1
Gary Barnidge,BarnGa01,2013,240,28.5,2,,12,0,0,1
Gary Barnidge,BarnGa01,2016,240,28.5,2,1,14,0,0,4
Gary Barnidge,BarnGa01,2014,240,28.5,0,,0,0,0,1
Gary Barnidge,BarnGa01,2012,240,28.5,1,,6,0,0,1
Gary Barnidge,BarnGa01,2015,240,28.5,9,,54,1,0,7
Khalif Barnes,BarnKh20,2015,305,35.2,0,,0,0,0,1
Kenjon Barner,BarnKe00,2016,196,28.9,2,,12,0,0,1
Kenjon Barner,BarnKe00,2013,196,28.9,0,,0,0,0,0
Kenjon Barner,BarnKe00,2015,196,28.9,0,,0,0,0,1
Matt Barkley,BarkMa00,2016,227,28.4,1,,6,0,0,1
Ramses Barden,BardRa00,2011,227,26.2,0,,0,0,0,1
Ramses Barden,BardRa00,2012,227,26.2,0,,0,0,0,2
Peyton Barber,BarbPe01,2016,225,31.4,1,,6,0,0,2
Marion Barber,BarbMa01,2011,221,30.8,6,,36,0,0,3
Joe Banyard,BanyJo00,2014,213,29.7,0,,0,0,0,1
Joe Banyard,BanyJo00,2015,213,29.7,0,,0,0,0,0
Brandon Banks,BankBr00,2011,150,23.5,0,,0,0,0,0
Brandon Banks,BankBr00,2012,150,23.5,0,,0,0,0,0
Vick Ballard,BallVi00,2012,217,31.1,3,,18,0,0,5
Jake Ballard,BallJa21,2011,256,29.6,4,,24,0,0,5
Jake Ballard,BallJa21,2013,256,29.6,2,,12,0,0,1
Montee Ball,BallMo00,2013,214,29.8,4,,24,0,0,6
Montee Ball,BallMo00,2014,214,29.8,1,,6,0,0,2
Lance Ball,BallLa00,2012,223,32.9,2,,12,0,0,2
Lance Ball,BallLa00,2011,223,32.9,2,,12,0,0,3
Jonathan Baldwin,BaldJo00,2011,225,27.4,1,,6,0,0,2
Jonathan Baldwin,BaldJo00,2012,225,27.4,1,,6,0,0,2
Jonathan Baldwin,BaldJo00,2013,225,27.4,0,,0,0,0,0
Doug Baldwin,BaldDo00,2011,189,27.1,4,,24,0,0,6
Doug Baldwin,BaldDo00,2014,189,27.1,3,,18,0,0,9
Doug Baldwin,BaldDo00,2012,189,27.1,3,,18,0,0,4
Doug Baldwin,BaldDo00,2015,189,27.1,14,,84,0,0,11
Doug Baldwin,BaldDo00,2013,189,27.1,5,,30,0,0,8
Doug Baldwin,BaldDo00,2016,189,27.1,7,,42,1,0,10
Josh Baker,BakeJo01,2011,244,30.5,1,,6,0,0,0
Billy Bajema,BajeBi00,2012,261,30.9,0,,0,0,0,0
Billy Bajema,BajeBi00,2013,261,30.9,0,,0,0,0,0
Billy Bajema,BajeBi00,2011,261,30.9,0,,0,0,0,0
Stedman Bailey,BailSt01,2014,193,27.7,2,,12,0,0,4
Stedman Bailey,BailSt01,2015,193,27.7,1,,6,0,0,1
Stedman Bailey,BailSt01,2013,193,27.7,1,,6,0,0,2
Kennard Backman,BackKe00,2015,258,32.2,0,,0,0,0,0
Donnie Avery,AverDo00,2012,186,25.9,3,,18,0,0,6
Donnie Avery,AverDo00,2013,186,25.9,2,,12,0,0,6
Donnie Avery,AverDo00,2011,186,25.9,1,,6,0,0,0
Donnie Avery,AverDo00,2014,186,25.9,0,,0,0,0,2
Jason Avant,AvanJa00,2011,210,28.5,1,,6,0,0,6
Jason Avant,AvanJa00,2014,210,28.5,1,,6,0,0,4
Jason Avant,AvanJa00,2012,210,28.5,0,,0,0,0,4
Jason Avant,AvanJa00,2015,210,28.5,0,,0,0,0,1
Jason Avant,AvanJa00,2013,210,28.5,2,,12,0,0,4
Terrence Austin,AustTe00,2011,175,24.4,0,,0,0,0,1
Tavon Austin,AustTa00,2015,174,25.7,10,,60,0,0,7
Tavon Austin,AustTa00,2013,174,25.7,6,,36,0,0,6
Tavon Austin,AustTa00,2016,174,25.7,4,,24,0,0,4
Tavon Austin,AustTa00,2014,174,25.7,3,,18,0,0,4
Miles Austin,AustMi00,2012,215,26.9,6,,36,0,0,7
Miles Austin,AustMi00,2015,215,26.9,1,,6,0,0,2
Miles Austin,AustMi00,2013,215,26.9,0,,0,0,0,2
Miles Austin,AustMi00,2011,215,26.9,7,,42,0,0,5
Miles Austin,AustMi00,2014,215,26.9,2,,12,0,0,4
George Atkinson,AtkiGe01,2014,218,28.8,0,,0,0,0,0
George Atkinson,AtkiGe01,2016,218,28.8,1,,6,0,0,0
Matt Asiata,AsiaMa00,2014,229,31.9,10,2,64,0,0,6
Matt Asiata,AsiaMa00,2012,229,31.9,0,,0,0,0,0
Matt Asiata,AsiaMa00,2015,229,31.9,0,,0,0,0,2
Matt Asiata,AsiaMa00,2013,229,31.9,3,,18,0,0,1
Matt Asiata,AsiaMa00,2016,229,31.9,6,,36,0,0,5
Cameron Artis-Payne,ArtiCa00,2015,212,30.4,1,,6,0,0,2
Devin Aromashodu,AromDe00,2011,202,25.9,1,,6,0,0,4
Devin Aromashodu,AromDe00,2012,202,25.9,0,,0,0,0,2
Ray-Ray Armstrong,ArmsRa01,2014,227,28.4,0,,0,0,0,2
Anthony Armstrong,ArmsAn00,2011,175,24.4,2,,12,0,0,1
Anthony Armstrong,ArmsAn00,2012,175,24.4,0,,0,0,0,0
Dri Archer,ArchDr00,2014,173,26.3,0,,0,0,0,0
Dri Archer,ArchDr00,2015,173,26.3,0,,0,0,0,0
Blake Annen,AnneBl01,2014,250,29.6,0,,0,0,0,0
Stacy Andrews,AndrSt21,2011,342,38.5,0,,0,0,0,2
Antonio Andrews,AndrAn00,2015,225,32.3,3,,18,0,0,4
Antonio Andrews,AndrAn00,2016,225,32.3,0,,0,0,0,0
Stephen Anderson,AndeSt01,2016,230,29.5,1,,6,0,0,1
Robby Anderson,AndeRo04,2016,190,23.7,2,,12,0,0,4
Joe Anderson,AndeJo00,2013,196,25.9,0,,0,0,0,0
Derek Anderson,AndeDe00,2014,229,26.5,0,,0,0,0,2
Derek Anderson,AndeDe00,2016,229,26.5,0,,0,0,0,1
David Anderson,AndeDa01,2011,195,28,1,,6,0,0,1
C.J. Anderson,AndeC.00,2014,224,34.1,10,,60,1,0,10
C.J. Anderson,AndeC.00,2015,224,34.1,5,,30,0,0,5
C.J. Anderson,AndeC.00,2013,224,34.1,0,,0,0,0,0
C.J. Anderson,AndeC.00,2016,224,34.1,5,,30,0,0,3
Danny Amendola,AmenDa00,2012,183,25.5,3,1,20,0,0,5
Danny Amendola,AmenDa00,2015,183,25.5,3,,18,0,0,7
Danny Amendola,AmenDa00,2013,183,25.5,2,,12,0,0,6
Danny Amendola,AmenDa00,2016,183,25.5,4,,24,0,0,2
Danny Amendola,AmenDa00,2014,183,25.5,1,,6,0,0,2
Jace Amaro,AmarJa00,2014,265,31.4,2,,12,0,0,3
Geronimo Allison,AlliGe01,2016,202,25.2,2,,12,0,0,2
Keenan Allen,AlleKe00,2015,206,26.4,4,,24,0,0,5
Keenan Allen,AlleKe00,2013,206,26.4,8,,48,0,0,10
Keenan Allen,AlleKe00,2014,206,26.4,4,,24,0,0,6
Javorius Allen,AlleJa01,2016,220,29,0,,0,0,0,0
Javorius Allen,AlleJa01,2015,220,29,3,,18,0,0,5
Dwayne Allen,AlleDw00,2015,255,31.9,1,,6,0,0,1
Dwayne Allen,AlleDw00,2012,255,31.9,3,,18,0,0,4
Dwayne Allen,AlleDw00,2016,255,31.9,6,1,38,0,0,4
Dwayne Allen,AlleDw00,2014,255,31.9,8,,48,0,0,3
Armando Allen,AlleAr00,2012,205,29.4,1,,6,0,0,1
Anthony Allen,AlleAn01,2011,223,30.2,0,,0,0,0,0
Anthony Allen,AlleAn01,2012,223,30.2,1,,6,0,0,1
Danario Alexander,AlexDa00,2011,221,26.2,2,,12,0,0,2
Danario Alexander,AlexDa00,2012,221,26.2,7,,42,0,0,5
Seyi Ajirotutu,AjirSe00,2011,211,26.4,0,,0,0,0,0
Seyi Ajirotutu,AjirSe00,2015,211,26.4,0,,0,0,0,0
Seyi Ajirotutu,AjirSe00,2013,211,26.4,1,,6,0,0,1
Seyi Ajirotutu,AjirSe00,2014,211,26.4,0,,0,0,0,0
Jay Ajayi,AjayJa00,2015,216,29.3,1,1,8,0,0,2
Jay Ajayi,AjayJa00,2016,216,29.3,8,,48,1,0,10
Kamar Aiken,AikeKa00,2016,213,27.3,1,,6,0,0,2
Kamar Aiken,AikeKa00,2014,213,27.3,4,,24,0,0,3
Kamar Aiken,AikeKa00,2015,213,27.3,5,,30,0,0,6
Ray Agnew,AgneRa00,2014,242,33.7,0,,0,0,0,0
Nelson Agholor,AghoNe00,2015,190,25.1,1,,6,0,0,2
Nelson Agholor,AghoNe00,2016,190,25.1,2,1,14,0,0,3
Joseph Addai,AddaJo00,2011,210,29.3,1,,6,0,0,3
Mike Adams,AdamMi02,2013,323,36.4,0,,0,0,0,5
Kyle Adams,AdamKy00,2012,250,30.4,0,,0,0,0,0
Kyle Adams,AdamKy00,2013,250,30.4,0,,0,0,0,0
Kyle Adams,AdamKy00,2011,250,30.4,0,,0,0,0,0
Joe Adams,AdamJo01,2012,177,24.7,0,,0,0,0,0
Jerell Adams,AdamJe01,2016,244,28.9,1,,6,0,0,1
Davante Adams,AdamDa01,2014,212,28,3,,18,0,0,5
Davante Adams,AdamDa01,2015,212,28,1,1,8,0,0,4
Davante Adams,AdamDa01,2016,212,28,12,1,74,0,0,10
Ameer Abdullah,AbduAm00,2015,198,30.1,3,,18,0,0,5
Jared Abbrederis,AbbrJa00,2015,195,25.7,0,,0,0,0,1
Jared Abbrederis,AbbrJa00,2016,195,25.7,0,,0,0,0,0
