YR,Name,PlayerId,Tm,FantPos,Age,G,GS,PCmp,PAtt,PYds,PTD,Int,RAtt,RYds,RY/A,RTD,Tgt,Rec,ReYds,ReY/R,ReTD,FantPt,PosRank,OvRank
2016,Amari Cooper*,CoopAm00,OAK,WR,22,16,14,0,0,0,0,0,1,0,0,0,132,83,1153,13.89,5,151,12,40
2016,Dak Prescott*,PresDa01,DAL,QB,23,16,16,311,459,3667,23,4,57,282,4.95,6,0,0,0,,0,293,6,41
2016,Cameron Brate,BratCa00,TAM,TE,25,15,10,0,0,0,0,0,0,0,,0,81,57,660,11.58,8,114,6,42
2016,Martellus Bennett,BennMa00,NWE,TE,29,16,12,0,0,0,0,0,2,10,5,0,73,55,701,12.75,7,113,7,43
2016,Jeremy Hill,HillJe01,CIN,RB,24,15,13,0,0,0,0,0,222,839,3.78,9,27,21,174,8.29,0,155,19,44
2016,Todd Gurley,GurlTo01,LAR,RB,22,16,16,0,0,0,0,0,278,885,3.18,6,58,43,327,7.6,0,155,20,45
2016,Rishard Matthews,MattRi00,TEN,WR,27,16,10,0,0,0,0,0,0,0,,0,108,65,945,14.54,9,149,13,46
2016,Matt Forte,FortMa00,NYJ,RB,31,14,13,0,0,0,0,0,218,813,3.73,7,43,30,263,8.77,1,154,21,47
2016,Tyrell Williams,WillTy00,SDG,WR,24,16,12,0,0,0,0,0,0,0,,0,119,69,1059,15.35,7,148,14,48
2016,Zach Ertz,ErtzZa00,PHI,TE,26,14,12,0,0,0,0,0,0,0,,0,106,78,816,10.46,4,106,8,49
2016,Jordan Reed*,ReedJo02,WAS,TE,26,12,8,0,0,0,0,0,0,0,,0,89,66,686,10.39,6,105,9,50
2016,Matthew Stafford,StafMa00,DET,QB,28,16,16,388,594,4327,24,10,37,207,5.59,2,1,0,0,,0,282,7,51
2016,Bilal Powell,PoweBi00,NYJ,WR,28,16,4,0,0,0,0,0,131,722,5.51,3,74,58,388,6.69,2,139,15,52
2016,Terrelle Pryor,PryoTe00,CLE,WR,27,16,15,5,9,41,0,0,8,21,2.63,1,140,77,1007,13.08,4,138,16,53
2016,Tyreek Hill*+,HillTy00,KAN,WR,22,16,1,0,0,0,0,0,24,267,11.13,3,83,61,593,9.72,6,138,17,54
2016,Jarvis Landry*,LandJa00,MIA,WR,24,16,16,0,1,0,0,0,5,17,3.4,0,131,94,1136,12.09,4,137,18,55
2016,Larry Fitzgerald*,FitzLa00,ARI,WR,33,16,16,0,1,0,0,0,2,5,2.5,0,150,107,1023,9.56,6,137,19,56
2016,Demaryius Thomas*,ThomDe03,DEN,WR,29,16,16,0,0,0,0,0,0,0,,0,144,90,1083,12.03,5,136,20,57
2016,Kelvin Benjamin,BenjKe00,CAR,WR,25,16,13,0,0,0,0,0,0,0,,0,118,63,941,14.94,7,134,21,58
2016,Dez Bryant*,BryaDe01,DAL,WR,28,13,13,1,1,10,1,0,0,0,,0,96,50,796,15.92,8,134,22,59
2016,Emmanuel Sanders*,SandEm00,DEN,WR,29,16,16,0,0,0,0,0,1,4,4,0,137,79,1032,13.06,5,134,23,60
2016,Jonathan Stewart,StewJo00,CAR,RB,29,13,13,0,0,0,0,0,218,824,3.78,9,21,8,60,7.5,0,138,22,61
2016,Hunter Henry,HenrHu00,SDG,TE,22,15,10,0,0,0,0,0,0,0,,0,53,36,478,13.28,8,96,10,62
2016,Julian Edelman,EdelJu00,NWE,WR,30,16,13,0,0,0,0,0,12,57,4.75,0,159,98,1106,11.29,3,132,24,63
2016,Golden Tate,TateGo00,DET,WR,28,16,16,0,0,0,0,0,10,4,0.4,0,135,91,1077,11.84,4,132,25,64
2016,Antonio Gates,GateAn00,SDG,TE,36,14,9,0,0,0,0,0,0,0,,0,93,53,548,10.34,7,95,11,65
2016,Terrance West,WestTe00,BAL,RB,25,16,13,0,0,0,0,0,193,774,4.01,5,45,34,236,6.94,1,137,23,66
2016,Mike Wallace,WallMi00,BAL,WR,30,16,16,0,0,0,0,0,5,31,6.2,0,116,72,1017,14.13,4,131,26,67
2016,Tyrod Taylor,TaylTy00,BUF,QB,27,15,15,269,436,3023,17,6,95,580,6.11,6,0,0,0,,0,271,8,68
2016,Derek Carr*,CarrDe02,OAK,QB,25,15,15,357,560,3937,28,6,39,70,1.79,0,0,0,0,,0,270,9,69
2016,Blake Bortles,BortBl00,JAX,QB,24,16,16,368,625,3905,23,16,58,359,6.19,3,1,1,20,20,1,270,10,70
2016,Russell Wilson,WilsRu00,SEA,QB,28,16,16,353,546,4219,21,11,72,259,3.6,1,2,2,14,7,1,270,11,71
2016,Kenny Britt,BritKe00,LAR,WR,28,15,15,0,0,0,0,0,0,0,,0,111,68,1002,14.74,5,128,27,72
2016,Kenny Stills,StilKe00,MIA,WR,24,16,16,0,0,0,0,0,0,0,,0,81,42,726,17.29,9,127,28,73
2016,Allen Robinson,RobiAl02,JAX,WR,23,16,16,0,0,0,0,0,0,0,,0,151,73,883,12.1,6,126,29,74
2016,Coby Fleener,FleeCo00,NOR,TE,28,16,8,0,0,0,0,0,1,2,2,1,81,50,631,12.62,3,89,12,75
2016,Adam Thielen,ThieAd00,MIN,WR,26,16,10,0,0,0,0,0,2,15,7.5,0,92,69,967,14.01,5,126,30,76
2016,Ryan Mathews,MathRy00,PHI,RB,29,13,8,0,0,0,0,0,155,661,4.26,8,14,13,115,8.85,1,132,24,77
2016,Marcus Mariota,MariMa01,TEN,QB,23,15,15,276,451,3426,26,9,60,349,5.82,2,1,0,0,,0,268,12,78
2016,Ben Roethlisberger*,RoetBe00,PIT,QB,34,14,14,328,509,3819,29,13,16,14,0.88,1,0,0,0,,0,266,13,
2016,Philip Rivers*,RivePh00,SDG,QB,35,16,16,349,578,4386,33,21,14,35,2.5,0,0,0,0,,0,263,14,
2016,Jameis Winston,WinsJa00,TAM,QB,22,16,16,345,567,4090,28,18,53,165,3.11,1,0,0,0,,0,262,15,
2016,Tom Brady*,BradTo00,NWE,QB,39,12,12,291,432,3554,28,2,28,64,2.29,0,0,0,0,,0,261,17,
2016,Andy Dalton*,DaltAn00,CIN,QB,29,16,16,364,563,4206,18,8,46,184,4,4,0,0,0,,0,261,16,
2016,Cam Newton,NewtCa00,CAR,QB,27,15,14,270,510,3509,19,14,90,359,3.99,5,0,0,0,,0,260,18,
2016,Carson Palmer,PalmCa00,ARI,QB,37,15,15,364,597,4233,26,14,14,38,2.71,0,0,0,0,,0,249,19,
2016,Joe Flacco,FlacJo00,BAL,QB,31,16,16,436,672,4317,20,15,21,58,2.76,2,0,0,0,,0,244,20,
2016,Eli Manning,MannEl00,NYG,QB,35,16,16,377,598,4027,26,16,21,-9,-0.43,0,0,0,0,,0,226,21,
2016,Alex Smith*,SmitAl03,KAN,QB,32,15,15,328,489,3502,15,8,48,134,2.79,5,1,1,3,3,0,226,22,
2016,Sam Bradford,BradSa00,MIN,QB,29,15,15,395,552,3877,20,5,20,53,2.65,0,1,1,5,5,0,223,23,
2016,Carson Wentz,WentCa00,PHI,QB,24,16,16,379,607,3782,16,14,46,150,3.26,2,1,1,7,7,0,217,24,
2016,Colin Kaepernick,KaepCo00,SFO,QB,29,12,11,196,331,2241,16,4,69,468,6.78,2,0,0,0,,0,200,25,
2016,Trevor Siemian,SiemTr00,DEN,QB,25,14,14,289,486,3401,18,10,28,57,2.04,0,0,0,0,,0,194,26,
2016,Ryan Tannehill,TannRy00,MIA,QB,28,13,13,261,389,2995,19,12,39,164,4.21,1,0,0,0,,0,192,27,
2016,Brock Osweiler,OsweBr00,HOU,QB,26,15,14,301,510,2957,15,16,30,131,4.37,2,1,1,-14,-14,0,168,28,
2016,Ryan Fitzpatrick,FitzRy00,NYJ,QB,34,14,11,228,403,2710,12,17,33,130,3.94,0,0,0,0,,0,133,29,
2016,Jamison Crowder,CrowJa00,WAS,WR,23,16,9,0,0,0,0,0,2,-2,-1,0,99,67,847,12.64,7,125,31,
2016,DeSean Jackson,JackDe00,WAS,WR,30,15,15,0,0,0,0,0,0,0,,0,100,56,1005,17.95,4,125,32,
2016,Pierre Garcon,GarcPi00,WAS,WR,30,16,16,0,0,0,0,0,0,0,,0,114,79,1041,13.18,3,122,33,
2016,Brandon LaFell,LaFeBr00,CIN,WR,30,16,14,0,0,0,0,0,1,-2,-2,0,107,64,862,13.47,6,122,34,
2016,Robert Kelley,KellRo00,WAS,RB,24,15,9,0,0,0,0,0,168,704,4.19,6,18,12,82,6.83,1,121,25,
2016,A.J. Green*,GreeA.00,CIN,WR,28,10,10,0,0,0,0,0,0,0,,0,100,66,964,14.61,4,120,35,
2016,Willie Snead,SneaWi00,NOR,WR,24,15,4,1,1,50,1,0,0,0,,0,104,72,895,12.43,4,120,36,
2016,DeAndre Hopkins,HopkDe00,HOU,WR,24,16,16,0,0,0,0,0,0,0,,0,151,78,954,12.23,4,119,38,
2016,Sterling Shepard,ShepSt00,NYG,WR,22,16,16,0,0,0,0,0,3,31,10.33,0,105,65,683,10.51,8,119,37,
2016,Mike Gillislee,GillMi00,BUF,RB,26,15,1,0,0,0,0,0,101,577,5.71,8,11,9,50,5.56,1,117,27,
2016,Marvin Jones,JoneMa02,DET,WR,26,15,15,0,0,0,0,0,1,3,3,0,103,55,930,16.91,4,117,39,
2016,Christine Michael,MichCh00,2TM,RB,26,15,7,0,0,0,0,0,148,583,3.94,7,29,22,107,4.86,1,117,26,
2016,Steve Smith,SmitSt01,BAL,WR,37,14,14,0,0,0,0,0,0,0,,0,101,70,799,11.41,5,116,40,
2016,Cole Beasley,BeasCo00,DAL,WR,27,16,6,0,1,0,0,0,1,7,7,0,98,75,833,11.11,5,114,41,
2016,Case Keenum,KeenCa00,LAR,QB,28,10,9,196,322,2201,9,11,20,51,2.55,1,0,0,0,,0,113,30,
2016,Cameron Meredith,MereCa00,CHI,WR,24,14,10,1,1,2,1,0,1,6,6,0,97,66,888,13.45,4,113,42,
2016,Devontae Booker,BookDe00,DEN,RB,23,16,6,0,0,0,0,0,174,612,3.52,4,45,31,265,8.55,1,112,28,
2016,Quincy Enunwa,EnunQu00,NYJ,WR,24,16,13,0,0,0,0,0,1,12,12,0,105,58,857,14.78,4,111,43,
2016,Darren Sproles*,SproDa00,PHI,RB,33,15,5,0,0,0,0,0,94,438,4.66,2,71,52,427,8.21,2,111,29,
2016,Stefon Diggs,DiggSt00,MIN,WR,23,13,11,0,0,0,0,0,3,10,3.33,0,112,84,903,10.75,3,109,45,
2016,Marqise Lee,LeexMa00,JAX,WR,25,16,6,1,1,20,1,0,6,35,5.83,0,105,63,851,13.51,3,109,44,
2016,Theo Riddick,RiddTh00,DET,RB,25,10,8,0,0,0,0,0,92,357,3.88,1,67,53,371,7,5,109,30,
2016,Tim Hightower,HighTi00,NOR,RB,30,16,1,0,0,0,0,0,133,548,4.12,4,26,22,200,9.09,1,107,32,
2016,Jerick McKinnon,McKiJe00,MIN,RB,24,15,7,0,1,0,0,0,159,539,3.39,2,53,43,255,5.93,2,107,31,
2016,JJ Nelson,NelsJJ00,ARI,WR,24,15,6,0,0,0,0,0,4,83,20.75,1,74,34,568,16.71,6,107,46,
2016,Anquan Boldin,BoldAn00,DET,WR,36,16,16,0,0,0,0,0,0,0,,0,95,67,584,8.72,8,106,47,
2016,Taylor Gabriel,GabrTa00,ATL,WR,25,13,3,0,0,0,0,0,4,51,12.75,1,50,35,579,16.54,6,105,48,
2016,Ted Ginn,GinnTe00,CAR,WR,31,16,8,0,0,0,0,0,14,98,7,0,95,54,752,13.93,4,105,49,
2016,Dontrelle Inman,InmaDo00,SDG,WR,27,16,16,0,0,0,0,0,0,0,,0,97,58,810,13.97,4,105,50,
2016,James White,WhitJa02,NWE,RB,24,16,4,0,0,0,0,0,39,166,4.26,0,86,60,551,9.18,5,104,33,
2016,Rashad Jennings,JennRa00,NYG,RB,31,13,12,0,0,0,0,0,181,593,3.28,3,42,35,201,5.74,1,103,34,
2016,Jordan Matthews,MattJo00,PHI,WR,24,14,13,0,0,0,0,0,0,0,,0,117,73,804,11.01,3,102,52,
2016,DeVante Parker,ParkDe01,MIA,WR,23,15,8,0,0,0,0,0,0,0,,0,87,56,744,13.29,4,102,51,
2016,Matt Asiata,AsiaMa00,MIN,RB,29,16,6,0,0,0,0,0,121,402,3.32,6,38,32,263,8.22,0,101,36,
2016,Chris Thompson,ThomCh03,WAS,RB,26,16,0,0,0,0,0,0,68,356,5.24,3,62,49,349,7.12,2,101,35,
2016,Brandon Marshall,MarsBr00,NYJ,WR,32,15,15,0,0,0,0,0,0,0,,0,128,59,788,13.36,3,97,53,
2016,Ty Montgomery,MontTy01,GNB,WR,23,15,6,0,0,0,0,0,77,457,5.94,3,56,44,348,7.91,0,97,54,
2016,Alshon Jeffery,JeffAl00,CHI,WR,26,12,12,0,0,0,0,0,0,0,,0,94,52,821,15.79,2,94,55,
2016,Derrick Henry,HenrDe00,TEN,RB,22,15,1,0,0,0,0,0,110,490,4.45,5,15,13,137,10.54,0,93,37,
2016,Chris Hogan,HogaCh00,NWE,WR,28,15,14,0,0,0,0,0,3,9,3,0,58,38,680,17.89,4,91,56,
2016,Duke Johnson,JohnDu00,CLE,RB,23,16,1,0,1,0,0,0,73,358,4.9,1,74,53,514,9.7,0,91,38,
2016,Mohamed Sanu,SanuMo00,ATL,WR,27,15,15,0,0,0,0,0,1,5,5,0,81,59,653,11.07,4,90,57,
2016,Tavon Austin,AustTa00,LAR,WR,25,15,15,0,0,0,0,0,28,159,5.68,1,106,58,509,8.78,3,89,58,
2016,Randall Cobb,CobbRa00,GNB,WR,26,13,10,0,0,0,0,0,10,33,3.3,0,84,60,610,10.17,4,88,59,
2016,T.J. Yeldon,YeldT.00,JAX,RB,23,15,13,0,0,0,0,0,130,465,3.58,1,68,50,312,6.24,1,88,39,
2016,C.J. Anderson,AndeC.00,DEN,RB,25,7,7,0,0,0,0,0,110,437,3.97,4,24,16,128,8,1,87,40,
2016,Jalen Richard,RichJa01,OAK,RB,23,16,0,0,0,0,0,0,83,491,5.92,1,39,29,194,6.69,2,87,41,
2016,Jack Doyle,DoylJa00,IND,TE,26,16,14,0,0,0,0,0,0,0,,0,75,59,584,9.9,5,86,13,
2016,Travis Benjamin,BenjTr00,SDG,WR,27,14,8,0,1,0,0,0,2,-3,-1.5,0,75,47,677,14.4,4,85,60,
2016,DeAngelo Williams,WillDe02,PIT,RB,33,9,4,0,0,0,0,0,98,343,3.5,4,27,18,118,6.56,2,84,42,
2016,Giovani Bernard,BernGi00,CIN,RB,25,10,2,0,0,0,0,0,91,337,3.7,2,51,39,336,8.62,1,83,43,
2016,Eric Ebron,EbroEr00,DET,TE,23,13,13,0,0,0,0,0,1,1,1,1,85,61,711,11.66,1,83,15,
2016,Jeremy Kerley,KerlJe00,SFO,WR,28,16,13,0,0,0,0,0,0,0,,0,115,64,667,10.42,3,83,62,
2016,Tyler Lockett,LockTy00,SEA,WR,24,15,9,0,0,0,0,0,6,114,19,1,66,41,597,14.56,1,83,61,
2016,Dennis Pitta,PittDe00,BAL,TE,31,16,12,0,0,0,0,0,0,0,,0,121,86,729,8.48,2,83,16,
2016,Jason Witten,WittJa00,DAL,TE,34,16,16,0,0,0,0,0,0,0,,0,95,69,673,9.75,3,83,14,
2016,Robert Turbin,TurbRo00,IND,RB,27,15,0,0,0,0,0,0,47,164,3.49,7,35,26,179,6.88,1,82,44,
2016,Michael Floyd,FloyMi00,2TM,WR,27,15,8,0,0,0,0,0,0,0,,0,76,37,488,13.19,5,81,64,
2016,Terrance Williams,WillTe01,DAL,WR,27,16,15,0,0,0,0,0,0,0,,0,61,44,594,13.5,4,81,63,
2016,Shaun Draughn,DrauSh00,SFO,RB,29,16,1,0,0,0,0,0,74,196,2.65,4,39,29,263,9.07,2,80,45,
2016,C.J. Fiedorowicz,FiedC.00,HOU,TE,25,15,15,0,0,0,0,0,0,0,,0,89,54,559,10.35,4,80,17,
2016,Brian Hoyer,HoyeBr00,CHI,QB,31,6,5,134,200,1445,6,0,7,-2,-0.29,0,0,0,0,,0,80,31,
2016,Dwayne Allen,AlleDw00,IND,TE,26,14,14,0,0,0,0,0,0,0,,0,52,35,406,11.6,6,79,19,
2016,Charles Clay,ClayCh00,BUF,TE,27,15,15,0,0,0,0,0,0,0,,0,87,57,552,9.68,4,79,18,
2016,Cody Kessler,KessCo00,CLE,QB,23,9,8,128,195,1380,6,2,11,18,1.64,0,0,0,0,,0,79,32,
2016,Adam Humphries,HumpAd00,TAM,WR,23,15,4,0,0,0,0,0,5,18,3.6,0,83,55,622,11.31,2,78,66,
2016,Jacquizz Rodgers,RodgJa00,TAM,RB,26,10,5,0,0,0,0,0,129,560,4.34,2,16,13,98,7.54,0,78,46,
2016,Eli Rogers,RogeEl00,PIT,WR,24,13,8,0,0,0,0,0,1,6,6,0,66,48,594,12.38,3,78,65,
2016,Gary Barnidge,BarnGa01,CLE,TE,31,16,16,0,0,0,0,0,0,0,,0,82,55,612,11.13,2,75,20,
2016,Will Fuller,FullWi01,HOU,WR,22,14,13,0,0,0,0,0,1,-3,-3,0,92,47,635,13.51,2,75,67,
2016,Chris Ivory,IvorCh00,JAX,RB,28,11,1,0,0,0,0,0,117,439,3.75,3,28,20,186,9.3,0,75,48,
2016,Zach Zenner,ZennZa00,DET,RB,25,14,4,0,0,0,0,0,88,334,3.8,4,23,18,196,10.89,0,75,47,
2016,Brian Quick,QuicBr00,LAR,WR,27,16,8,0,0,0,0,0,0,0,,0,77,41,564,13.76,3,74,68,
2016,Seth Roberts,RobeSe00,OAK,WR,25,16,6,0,0,0,0,0,0,0,,0,77,38,397,10.45,5,74,69,
2016,Robby Anderson,AndeRo04,NYJ,WR,23,16,8,0,0,0,0,0,3,42,14,0,78,42,587,13.98,2,73,70,
2016,Blaine Gabbert,GabbBl00,SFO,QB,27,6,5,91,160,925,5,6,40,173,4.33,2,1,1,-16,-16,0,73,33,
2016,Zach Miller,MillZa02,CHI,TE,32,10,8,0,0,0,0,0,0,0,,0,64,47,486,10.34,4,73,21,
2016,Donte Moncrief,MoncDo00,IND,WR,23,9,7,0,0,0,0,0,1,-1,-1,0,56,30,307,10.23,7,73,71,
2016,Kenneth Dixon,DixoKe00,BAL,RB,22,12,0,0,0,0,0,0,88,382,4.34,2,41,30,162,5.4,1,72,49,
2016,Rob Gronkowski,GronRo00,NWE,TE,27,8,6,0,0,0,0,0,0,0,,0,38,25,540,21.6,3,72,22,
2016,Doug Martin,MartDo00,TAM,RB,27,8,8,0,0,0,0,0,144,421,2.92,3,16,14,134,9.57,0,72,50,
2016,Matt Barkley,BarkMa00,CHI,QB,26,7,6,129,216,1611,8,14,7,2,0.29,0,1,1,2,2,1,71,34,
2016,Tyler Boyd,BoydTy00,CIN,WR,22,16,2,0,0,0,0,0,4,58,14.5,0,81,54,603,11.17,1,70,72,
2016,Vernon Davis,DaviVe00,WAS,TE,32,16,14,0,0,0,0,0,0,0,,0,59,44,583,13.25,2,70,23,
2016,Damien Williams,WillDa05,MIA,RB,24,15,0,0,0,0,0,0,35,115,3.29,3,32,23,249,10.83,3,70,51,
2016,Tyler Eifert,EifeTy00,CIN,TE,26,8,2,0,0,0,0,0,0,0,,0,47,29,394,13.59,5,69,24,
2016,Jeremy Maclin,MaclJe00,KAN,WR,28,12,12,0,1,0,0,0,1,-1,-1,0,76,44,536,12.18,2,68,75,
2016,Breshad Perriman,PerrBr02,BAL,WR,23,16,1,0,0,0,0,0,1,2,2,0,66,33,499,15.12,3,68,73,
2016,DeAndre Washington,WashDe00,OAK,RB,23,14,2,0,0,0,0,0,87,467,5.37,2,23,17,115,6.76,0,68,52,
2016,Robert Woods,WoodRo02,BUF,WR,24,13,10,0,0,0,0,0,1,6,6,0,76,51,613,12.02,1,68,74,
2016,Matt Jones,JoneMa04,WAS,RB,23,7,7,0,0,0,0,0,99,460,4.65,3,8,8,73,9.13,0,67,53,
2016,Phillip Dorsett,DorsPh00,IND,WR,23,15,7,0,0,0,0,0,2,10,5,0,59,33,528,16,2,66,76,
2016,Robert Griffin,GrifRo01,CLE,QB,26,5,5,87,147,886,2,3,31,190,6.13,2,0,0,0,,0,66,35,
2016,Allen Hurns,HurnAl01,JAX,WR,25,11,11,0,0,0,0,0,0,0,,0,76,35,477,13.63,3,66,77,
2016,Charcandrick West,WestCh01,KAN,RB,25,15,2,0,0,0,0,0,88,293,3.33,1,34,28,188,6.71,2,66,54,
2016,John Brown,BrowJo02,ARI,WR,26,15,6,0,0,0,0,0,1,10,10,0,73,39,517,13.26,2,65,78,
2016,Malcolm Mitchell,MitcMa01,NWE,WR,23,14,6,0,0,0,0,0,0,0,,0,48,32,401,12.53,4,64,80,
2016,Tajae Sharpe,SharTa00,TEN,WR,22,16,10,0,0,0,0,0,1,1,1,0,83,41,522,12.73,2,64,79,
2016,Victor Cruz,CruzVi00,NYG,WR,30,15,12,0,0,0,0,0,0,0,,0,72,39,586,15.03,1,63,82,
2016,Devin Funchess,FuncDe00,CAR,WR,22,15,7,0,0,0,0,0,0,0,,0,58,23,371,16.13,4,63,81,
2016,Vance McDonald,McDoVa00,SFO,TE,26,11,11,0,0,0,0,0,0,0,,0,45,24,391,16.29,4,63,25,
2016,Thomas Rawls,RawlTh00,SEA,RB,23,9,7,0,0,0,0,0,109,349,3.2,3,17,13,96,7.38,0,63,55,
2016,Cordarrelle Patterson*+,PattCo00,MIN,WR,25,16,8,0,0,0,0,0,7,43,6.14,0,70,52,453,8.71,2,62,83,
2016,Paul Perkins,PerkPa00,NYG,RB,22,14,1,0,0,0,0,0,112,456,4.07,0,24,15,162,10.8,0,62,56,
2016,Marquise Goodwin,GoodMa00,BUF,WR,26,15,9,0,0,0,0,0,0,0,,0,68,29,431,14.86,3,61,84,
2016,Kendall Wright,WrigKe01,TEN,WR,27,11,4,0,0,0,0,0,1,15,15,0,42,29,416,14.34,3,61,85,
2016,Corey Coleman,ColeCo00,CLE,WR,22,10,10,0,0,0,0,0,2,10,5,0,73,33,413,12.52,3,60,86,
2016,Lance Kendricks,KendLa00,LAR,TE,28,16,16,0,0,0,0,0,0,0,,0,87,50,499,9.98,2,60,26,
