YR,Name,PlayerId,Tm,FantPos,Age,G,GS,PCmp,PAtt,PYds,PTD,Int,RAtt,RYds,RY/A,RTD,Tgt,Rec,ReYds,ReY/R,ReTD,FantPt,PosRank,OvRank
2012,Robert Turbin,TurbRo00,SEA,RB,23,16,0,0,0,0,0,0,80,354,4.43,0,23,19,181,9.53,0,54,60,
2012,Beanie Wells,WellCh00,ARI,RB,24,8,7,0,0,0,0,0,88,234,2.66,5,1,1,24,24,0,54,59,
2012,Kendall Hunter,HuntKe00,SFO,RB,24,11,0,0,0,0,0,0,72,371,5.15,2,12,9,60,6.67,0,53,62,
2012,Rashad Jennings,JennRa00,JAX,RB,27,10,6,0,0,0,0,0,101,283,2.8,2,26,19,130,6.84,0,53,61,
2012,James Casey,CaseJa00,HOU,TE,28,16,9,0,0,0,0,0,1,6,6,0,45,34,330,9.71,3,52,31,
2012,Tony Moeaki,MoeaTo00,KAN,TE,25,15,14,0,0,0,0,0,0,0,,0,56,33,453,13.73,1,51,32,
2012,Earl Bennett,BennEa00,CHI,WR,25,12,4,0,0,0,0,0,0,0,,0,49,29,375,12.93,2,50,82,
2012,Austin Pettis,PettAu00,STL,WR,24,14,2,0,0,0,0,0,0,0,,0,48,30,261,8.7,4,50,81,
2012,Delanie Walker,WalkHu00,SFO,TE,28,16,4,0,0,0,0,0,0,0,,0,39,21,344,16.38,3,50,33,
2012,Shaun Draughn,DrauSh00,KAN,RB,25,16,0,0,0,0,0,0,59,233,3.95,2,30,24,158,6.58,0,49,63,
2012,Mike Goodson,GoodMi00,OAK,RB,25,12,0,0,0,0,0,0,35,221,6.31,0,16,16,195,12.19,1,48,64,
2012,Rueben Randle,RandRu00,NYG,WR,21,16,1,0,0,0,0,0,0,0,,0,32,19,298,15.68,3,48,84,
2012,Mohamed Sanu,SanuMo00,CIN,WR,23,9,3,1,1,73,1,0,5,15,3,0,25,16,154,9.63,4,48,83,
2012,Justin Forsett,ForsJu00,HOU,RB,27,16,0,0,0,0,0,0,63,374,5.94,1,5,3,38,12.67,0,47,65,
2012,Jacoby Jones*+,JoneJa03,BAL,WR,28,16,3,0,0,0,0,0,1,6,6,0,55,30,406,13.53,1,47,85,
2012,Anthony McCoy,McCoAn00,SEA,TE,25,16,5,0,0,0,0,0,0,0,,0,28,18,291,16.17,3,47,34,
2012,Travis Benjamin,BenjTr00,CLE,WR,23,14,3,0,0,0,0,0,6,66,11,0,37,18,298,16.56,2,46,86,
2012,Harry Douglas,DougHa00,ATL,WR,28,15,1,0,0,0,0,0,2,4,2,0,59,38,395,10.39,1,46,87,
2012,Julian Edelman,EdelJu00,NWE,WR,26,9,3,0,0,0,0,0,4,45,11.25,0,32,21,235,11.19,3,44,89,
2012,Garrett Graham,GrahGa00,HOU,TE,26,15,9,0,0,0,0,0,0,0,,0,39,28,263,9.39,3,44,35,
2012,Dustin Keller,KellDu00,NYJ,TE,28,8,5,0,0,0,0,0,0,0,,0,36,28,317,11.32,2,44,36,
2012,Brady Quinn,QuinBr00,KAN,QB,28,10,8,112,197,1141,2,8,19,66,3.47,0,1,0,0,,0,44,37,
2012,Jarius Wright,WrigJa02,MIN,WR,23,7,1,0,0,0,0,0,2,11,5.5,0,36,22,310,14.09,2,44,88,
2012,Ryan Broyles,BroyRy00,DET,WR,24,10,3,0,0,0,0,0,0,0,,0,32,22,310,14.09,2,43,92,
2012,Nate Burleson,BurlNa00,DET,WR,31,6,5,0,0,0,0,0,8,48,6,0,43,27,240,8.89,2,43,94,
2012,Riley Cooper,CoopRi00,PHI,WR,25,11,5,0,0,0,0,0,0,0,,0,47,23,248,10.78,3,43,93,
2012,Ronnie Hillman,HillRo00,DEN,RB,21,14,0,0,0,0,0,0,85,330,3.88,1,12,10,62,6.2,0,43,66,
2012,Stephen Hill,HillSt00,NYJ,WR,21,11,8,0,0,0,0,0,0,0,,0,47,21,252,12,3,43,90,
2012,Aldrick Robinson,RobiAl00,WAS,WR,24,15,2,0,0,0,0,0,1,14,14,0,19,11,237,21.55,3,43,91,
2012,Brad Smith,SmitBr01,BUF,QB,29,15,2,0,1,0,0,1,14,116,8.29,1,22,14,152,10.86,2,43,38,
2012,Ben Tate,TateBe00,HOU,RB,24,11,0,0,0,0,0,0,65,279,4.29,2,11,11,49,4.45,0,43,67,
2012,Rob Housler,HousRo01,ARI,TE,24,15,9,0,0,0,0,0,0,0,,0,68,45,417,9.27,0,42,37,
2012,Cedric Benson,BensCe00,GNB,RB,30,5,5,0,0,0,0,0,71,248,3.49,1,15,14,97,6.93,0,41,69,
2012,Brandon Bolden,BoldBr00,NWE,RB,22,10,0,0,0,0,0,0,56,274,4.89,2,2,2,11,5.5,0,41,68,
2012,Coby Fleener,FleeCo00,IND,TE,24,12,10,0,0,0,0,0,0,0,,0,48,26,281,10.81,2,40,38,
2012,Louis Murphy,MurpLo00,CAR,WR,25,16,5,0,0,0,0,0,1,3,3,0,61,25,336,13.44,1,40,95,
2012,Montell Owens,OwenMo01,JAX,RB,28,13,4,0,0,0,0,0,42,209,4.98,1,10,8,113,14.13,0,40,71,
2012,Cedric Peerman,PeerCe00,CIN,RB,26,14,1,0,0,0,0,0,36,258,7.17,1,9,9,85,9.44,0,40,70,
2012,Jonathan Baldwin,BaldJo00,KAN,WR,23,15,7,0,0,0,0,0,0,0,,0,47,20,325,16.25,1,39,99,
2012,T.J. Graham,GrahT.00,BUF,WR,23,15,11,0,0,0,0,0,1,5,5,0,58,31,322,10.39,1,39,98,
2012,Devery Henderson,HendDe00,NOR,WR,30,15,9,0,0,0,0,0,1,13,13,0,47,22,316,14.36,1,39,97,
2012,Peyton Hillis,HillPe00,KAN,RB,26,13,2,0,1,0,0,0,85,309,3.64,1,14,10,62,6.2,0,39,72,
2012,Chaz Schilens,SchiCh00,NYJ,WR,27,15,6,0,0,0,0,0,0,0,,0,41,28,289,10.32,2,39,96,
2012,Tom Crabtree,CrabTo00,GNB,TE,27,14,6,0,0,0,0,0,0,0,,0,12,8,203,25.38,3,38,39,
2012,Logan Paulsen,PaulLo00,WAS,TE,25,16,10,0,0,0,0,0,0,0,,0,38,25,308,12.32,1,37,40,
2012,Lamar Miller,MillLa01,MIA,RB,21,13,1,0,0,0,0,0,51,250,4.9,1,8,6,45,7.5,0,36,73,
2012,Montario Hardesty,HardMo00,CLE,RB,25,13,1,0,0,0,0,0,65,271,4.17,1,5,2,16,8,0,35,76,
2012,Chris Ivory,IvorCh00,NOR,RB,24,6,2,0,0,0,0,0,40,217,5.43,2,3,2,15,7.5,0,35,74,
2012,William Powell,PoweWi00,ARI,RB,24,13,1,0,0,0,0,0,60,217,3.62,0,25,19,132,6.95,0,35,75,
2012,James Starks,StarJa00,GNB,RB,26,6,2,0,0,0,0,0,71,255,3.59,1,6,4,31,7.75,0,35,77,
2012,Toby Gerhart,GerhTo00,MIN,RB,25,16,0,0,0,0,0,0,50,169,3.38,1,27,20,155,7.75,0,34,78,
2012,Craig Stevens,StevCr00,TEN,TE,28,15,15,0,0,0,0,0,0,0,,0,33,23,275,11.96,1,34,41,
2012,Charles Clay,ClayCh00,MIA,TE,23,14,9,0,0,0,0,0,0,0,,0,33,18,212,11.78,2,33,42,
2012,Kirk Cousins,CousKi00,WAS,QB,24,3,1,33,48,466,4,3,3,22,7.33,0,0,0,0,,0,33,39,
2012,Fred Davis,DaviFr01,WAS,TE,26,7,7,0,0,0,0,0,1,1,1,0,31,24,325,13.54,0,33,44,
2012,Kellen Davis,DaviKe01,CHI,TE,27,16,15,0,0,0,0,0,0,0,,0,44,19,229,12.05,2,33,43,
2012,Kevin Smith,SmitKe02,DET,RB,26,12,2,0,0,0,0,0,37,134,3.62,1,16,10,79,7.9,1,33,79,
2012,David Thomas,ThomDa02,NOR,RB,29,15,7,0,0,0,0,0,0,0,,0,17,11,86,7.82,4,33,80,
2012,Lance Ball,BallLa00,DEN,RB,27,15,0,0,0,0,0,0,42,158,3.76,1,12,7,61,8.71,1,32,81,
2012,Armon Binns,BinnAr00,2TM,WR,23,11,5,0,0,0,0,0,0,0,,0,40,24,277,11.54,1,32,102,
2012,Delone Carter,CartDe01,IND,RB,25,10,0,0,0,0,0,0,32,122,3.81,3,2,1,13,13,0,32,83,
2012,Robert Meachem,MeacRo00,SDG,WR,28,15,3,0,0,0,0,0,1,-6,-6,0,32,14,207,14.79,2,32,101,
2012,Eddie Royal,RoyaEd00,SDG,WR,26,10,2,0,0,0,0,0,3,22,7.33,0,44,23,234,10.17,1,32,103,
2012,Evan Royster,RoysEv00,WAS,RB,25,16,0,0,0,0,0,0,23,88,3.83,2,23,15,109,7.27,0,32,82,
2012,John Skelton,SkelJo00,ARI,QB,24,7,6,109,201,1132,2,9,4,5,1.25,0,0,0,0,,0,32,40,
2012,Damian Williams,WillDa04,TEN,WR,24,13,2,0,0,0,0,0,0,0,,0,45,30,324,10.8,0,32,100,
2012,Devin Hester,HestDe99,CHI,WR,30,15,5,0,0,0,0,0,3,6,2,0,40,23,242,10.52,1,31,106,
2012,Santonio Holmes,HolmSa00,NYJ,WR,28,4,4,0,0,0,0,0,0,0,,0,41,20,272,13.6,1,31,104,
2012,Marvin Jones,JoneMa02,CIN,WR,22,11,5,0,0,0,0,0,3,47,15.67,0,32,18,201,11.17,1,31,105,
2012,Jason Snelling,SnelJa00,ATL,RB,29,16,2,0,0,0,0,0,18,63,3.5,0,35,31,203,6.55,1,31,84,
2012,Dwayne Harris,HarrDw00,DAL,WR,25,16,0,0,0,0,0,0,0,0,,0,31,17,222,13.06,1,30,107,
2012,Michael Robinson,RobiMi00,SEA,RB,29,16,6,0,0,0,0,0,12,49,4.08,0,15,13,126,9.69,2,30,85,
2012,Jordan Cameron,CameJo00,CLE,TE,24,14,6,0,0,0,0,0,0,0,,0,40,20,226,11.3,1,29,45,
2012,Clay Harbor,HarbCl00,PHI,RB,25,14,9,0,0,0,0,0,0,0,,0,39,25,186,7.44,2,29,88,
2012,DuJuan Harris,HarrDu01,GNB,RB,24,4,2,0,0,0,0,0,34,157,4.62,2,2,2,17,8.5,0,29,86,
2012,Kyle Williams,WillKy01,SFO,WR,24,11,3,0,0,0,0,0,4,21,5.25,0,22,14,212,15.14,1,29,108,
2012,Darrel Young,YounDa01,WAS,RB,25,16,8,0,0,0,0,0,14,60,4.29,0,9,8,109,13.63,2,29,87,
2012,Rashard Mendenhall,MendRa00,PIT,RB,25,6,4,0,0,0,0,0,51,182,3.57,0,10,9,62,6.89,1,28,89,
2012,Brian Quick,QuicBr00,STL,WR,23,15,1,0,0,0,0,0,0,0,,0,27,11,156,14.18,2,28,110,
2012,Jordan Shipley,ShipJo00,2TM,WR,27,7,2,0,0,0,0,0,0,0,,0,39,23,244,10.61,1,28,109,
2012,LeGarrette Blount,BlouLe00,TAM,RB,26,13,0,0,0,0,0,0,41,151,3.68,2,2,1,2,2,0,27,90,
2012,Ryan Grant,GranRy00,2TM,RB,30,5,1,0,0,0,0,0,32,132,4.13,2,2,1,34,34,0,27,93,
2012,John Kuhn,KuhnJo00,GNB,RB,30,14,3,0,0,0,0,0,23,63,2.74,1,18,15,148,9.87,0,27,92,
2012,Jorvorskie Lane,LaneJo00,MIA,RB,25,16,5,0,0,0,0,0,13,13,1,2,12,11,79,7.18,1,27,91,
2012,Tashard Choice,ChoiTa00,BUF,RB,28,12,0,0,0,0,0,0,47,193,4.11,1,9,4,9,2.25,0,26,94,
2012,Braylon Edwards,EdwaBr00,2TM,WR,29,13,4,0,0,0,0,0,0,0,,0,35,18,199,11.06,1,26,112,
2012,Derek Hagan,HagaDe00,OAK,WR,28,14,2,0,0,0,0,0,0,0,,0,36,20,259,12.95,0,26,113,
2012,Terrelle Pryor,PryoTe00,OAK,QB,23,3,1,14,30,155,2,1,10,51,5.1,1,1,1,22,22,0,26,41,
2012,Chris Rainey,RainCh00,PIT,RB,24,16,0,0,0,0,0,0,26,102,3.92,2,22,14,60,4.29,0,26,95,
2012,Dante Rosario,RosaDa00,SDG,TE,28,13,2,0,0,0,0,0,0,0,,0,18,10,95,9.5,3,26,46,
2012,Micheal Spurlock,SpurMi00,2TM,WR,29,14,1,0,0,0,0,0,0,0,,0,29,23,200,8.7,1,26,111,
2012,Mohamed Massaquoi,MassMo00,CLE,WR,26,9,5,0,0,0,0,0,0,0,,0,33,17,254,14.94,0,25,115,
2012,Jerome Simpson,SimpJe00,MIN,WR,26,12,10,0,0,0,0,0,0,0,,0,52,26,274,10.54,0,25,114,
2012,Brandon Tate,TateBr00,CIN,WR,25,16,3,0,0,0,0,0,1,0,0,0,25,13,211,16.23,1,25,116,
2012,Clyde Gates,GateCl00,NYJ,WR,26,11,2,0,0,0,0,0,1,12,12,0,33,16,224,14,0,24,117,
2012,Vonta Leach*+,LeacVo00,BAL,RB,31,16,13,0,0,0,0,0,9,32,3.56,1,24,21,143,6.81,0,24,96,
2012,LaVon Brazill,BrazLa00,IND,WR,23,15,0,0,0,0,0,0,0,0,,0,24,11,186,16.91,1,23,121,
2012,Juron Criner,CrinJu00,OAK,WR,23,12,0,0,0,0,0,0,0,0,,0,33,16,151,9.44,1,23,119,
2012,Ed Dickson,DickEd00,BAL,TE,25,13,11,0,0,0,0,0,0,0,,0,33,21,225,10.71,0,23,47,
2012,Damaris Johnson,JohnDa04,PHI,WR,23,14,1,0,0,0,0,0,3,12,4,0,31,19,256,13.47,0,23,120,
2012,Laurent Robinson,RobiLa01,JAX,WR,27,7,4,0,0,0,0,0,0,0,,0,43,24,252,10.5,0,23,118,
2012,Luke Stocker,StocLu00,TAM,TE,24,16,11,0,0,0,0,0,0,0,,0,27,16,165,10.31,1,23,48,
2012,Mike Thomas,ThomMi01,2TM,WR,25,16,4,0,0,0,0,0,7,57,8.14,0,40,18,108,6,1,23,122,
2012,Ramses Barden,BardRa00,NYG,WR,26,12,1,0,0,0,0,0,0,0,,0,21,14,220,15.71,0,22,123,
2012,Early Doucet,DoucEa00,ARI,WR,27,12,3,0,0,0,0,0,2,9,4.5,0,53,28,207,7.39,0,22,124,
2012,Jamie Harper,HarpJa01,TEN,RB,23,10,0,0,0,0,0,0,19,30,1.58,3,1,1,8,8,0,22,97,
2012,Jerricho Cotchery,CotcJe00,PIT,WR,30,14,2,0,0,0,0,0,0,0,,0,27,17,205,12.06,0,21,126,
2012,Will Heller,HellWi00,DET,TE,31,16,5,0,0,0,0,0,0,0,,0,23,17,150,8.82,1,21,50,
2012,Jacob Hester,HestJa00,DEN,RB,27,3,0,0,0,0,0,0,17,81,4.76,2,1,1,7,7,0,21,98,
2012,Lestar Jean,JeanLe01,HOU,WR,24,14,1,0,0,0,0,0,0,0,,0,12,6,151,25.17,1,21,125,
2012,Niles Paul,PaulNi00,WAS,TE,23,16,4,0,0,0,0,0,1,-1,-1,0,15,8,152,19,1,21,49,
2012,Armando Allen,AlleAr00,CHI,RB,23,15,0,0,0,0,0,0,27,124,4.59,1,3,2,16,8,0,20,101,
2012,Anthony Dixon,DixoAn00,SFO,RB,25,16,0,0,0,0,0,0,21,78,3.71,2,0,0,0,,0,20,102,
2012,Donald Driver,DrivDo00,GNB,WR,37,13,1,0,0,0,0,0,0,0,,0,13,8,77,9.63,2,20,128,
2012,Will Johnson,JohnWi00,PIT,RB,23,16,7,0,0,0,0,0,2,7,3.5,0,26,15,137,9.13,1,20,99,
2012,Keshawn Martin,MartKe01,HOU,WR,22,16,1,0,0,0,0,0,4,53,13.25,0,28,10,85,8.5,1,20,127,
2012,Chris Ogbonnaya,OgboCh00,CLE,RB,26,15,1,0,0,0,0,0,8,30,3.75,0,32,24,187,7.79,0,20,103,
2012,Jalen Parmele,ParmJa00,JAX,RB,27,11,2,0,0,0,0,0,40,143,3.58,0,9,7,60,8.57,0,20,100,
2012,Curtis Brinkley,BrinCu00,SDG,RB,27,10,1,0,0,0,0,0,39,115,2.95,0,15,12,77,6.42,0,19,104,
2012,Kris Durham,DurhKr00,DET,WR,24,4,3,0,0,0,0,0,0,0,,0,21,8,125,15.63,1,19,130,
2012,Marlon Moore,MoorMa02,MIA,WR,25,14,2,0,0,0,0,0,1,9,9,0,9,6,116,19.33,1,19,129,
2012,Devin Aromashodu,AromDe00,MIN,WR,28,15,0,0,0,0,0,0,0,0,,0,22,11,182,16.55,0,18,132,
2012,Tandon Doss,DossTa00,BAL,WR,23,14,0,0,0,0,0,0,0,0,,0,17,7,123,17.57,1,18,131,
2012,Byron Leftwich,LeftBy00,PIT,QB,32,2,1,25,53,272,0,1,1,31,31,1,0,0,0,,0,18,43,
2012,Joe McKnight,McKnJo00,NYJ,RB,24,15,0,0,0,0,0,0,30,179,5.97,0,2,1,18,18,0,18,105,
2012,Tyrod Taylor,TaylTy00,BAL,QB,23,7,0,17,29,179,0,1,14,73,5.21,1,0,0,0,,0,18,42,
2012,Jason Campbell,CampJa00,CHI,QB,31,6,1,32,51,265,2,2,7,28,4,0,0,0,0,,0,17,44,
2012,Jed Collins,CollJe01,NOR,RB,26,15,7,0,0,0,0,0,0,0,,0,16,14,70,5,2,17,107,
2012,Brian Leonard,LeonBr00,CIN,RB,28,15,0,0,0,0,0,0,33,106,3.21,0,15,11,67,6.09,0,17,106,
2012,Ryan Williams,WillRy00,ARI,RB,22,5,3,0,0,0,0,0,58,164,2.83,0,10,7,44,6.29,0,17,108,
2012,Jeremy Stewart,StewJe00,OAK,RB,23,4,0,0,0,0,0,0,25,101,4.04,0,8,8,62,7.75,0,16,109,
2012,Charlie Batch,BatcCh00,PIT,QB,38,2,2,45,70,475,1,4,0,0,,0,0,0,0,,0,15,45,
2012,Deion Branch,BranDe00,NWE,WR,33,10,4,0,0,0,0,0,0,0,,0,29,16,145,9.06,0,15,134,
2012,Shaun Hill,HillSh00,DET,QB,32,1,0,10,13,172,2,0,1,-1,-1,0,0,0,0,,0,15,46,
2012,LaMichael James,JameLa00,SFO,RB,23,4,0,0,0,0,0,0,27,125,4.63,0,5,3,29,9.67,0,15,110,
2012,Dion Lewis,LewiDi00,PHI,RB,22,9,0,0,0,0,0,0,13,69,5.31,1,2,2,24,12,0,15,112,
2012,Rishard Matthews,MattRi00,MIA,WR,23,8,1,0,0,0,0,0,0,0,,0,20,11,151,13.73,0,15,133,
2012,Danny Ware,WareDa00,TAM,RB,27,16,1,0,0,0,0,0,11,51,4.64,0,20,14,100,7.14,0,15,113,
2012,Leon Washington*,WashLe00,SEA,RB,30,16,0,0,0,0,0,0,23,83,3.61,1,8,4,31,7.75,0,15,111,
2012,Gary Barnidge,BarnGa01,CAR,TE,27,16,5,0,0,0,0,0,0,0,,0,6,6,78,13,1,14,52,
2012,Baron Batch,BatcBa00,PIT,RB,25,12,0,0,0,0,0,0,25,49,1.96,1,5,4,31,7.75,0,14,115,
2012,Brian Hoyer,HoyeBr00,ARI,QB,27,2,1,30,53,330,1,2,1,6,6,0,0,0,0,,0,14,47,
2012,Erik Lorig,LoriEr99,TAM,RB,26,16,7,0,0,0,0,0,0,0,,0,19,12,83,6.92,1,14,114,
2012,Mewelde Moore,MoorMe00,IND,RB,30,9,0,0,0,0,0,0,13,20,1.54,0,8,6,77,12.83,1,14,116,
2012,Matthew Mulligan,MullMa00,STL,TE,27,16,9,0,0,0,0,0,0,0,,0,12,8,84,10.5,1,14,51,
2012,Jordan Norwood,NorwJo00,CLE,WR,26,2,0,0,0,0,0,0,1,1,1,0,19,13,137,10.54,0,14,135,
2012,Anthony Allen,AlleAn01,BAL,RB,24,16,0,0,0,0,0,0,16,61,3.81,1,4,2,12,6,0,13,117,
2012,Cole Beasley,BeasCo00,DAL,WR,23,10,0,0,0,0,0,0,0,0,,0,24,15,128,8.53,0,13,137,
2012,Kevin Boss,BossKe00,KAN,TE,28,2,2,0,0,0,0,0,0,0,,0,3,3,65,21.67,1,13,56,
2012,Stanley Havili,HaviSt00,PHI,RB,25,15,2,0,0,0,0,0,6,22,3.67,1,12,7,43,6.14,0,13,119,
2012,Henry Hynoski,HynoHe01,NYG,RB,24,16,11,0,0,0,0,0,5,20,4,0,15,11,50,4.55,1,13,118,
2012,Jeff King,KingJe00,ARI,TE,29,16,12,0,0,0,0,0,0,0,,0,29,17,129,7.59,0,13,55,
2012,Ryan Lindley,LindRy00,ARI,QB,23,6,4,89,171,752,0,7,4,7,1.75,0,0,0,0,,0,13,48,
2012,Leonard Pope,PopeLe00,PIT,TE,29,16,2,0,0,0,0,0,0,0,,0,4,3,9,3,2,13,54,
2012,Lee Smith,SmitLe00,BUF,TE,25,16,7,0,0,0,0,0,0,0,,0,4,4,13,3.25,2,13,53,
2012,Steve Smith,SmitSt02,STL,WR,27,9,2,0,0,0,0,0,0,0,,0,25,14,131,9.36,0,13,136,
2012,Armanti Edwards,EdwaAr00,CAR,WR,24,16,0,0,1,0,0,0,0,0,,0,9,5,121,24.2,0,12,139,
2012,Greg McElroy,McElGr00,NYJ,QB,24,2,1,19,31,214,1,1,8,30,3.75,0,0,0,0,,0,12,49,
2012,John Phillips,PhilJo00,DAL,TE,25,16,9,0,0,0,0,0,0,0,,0,10,8,55,6.88,1,12,57,
2012,Kealoha Pilares,PilaKe00,CAR,WR,24,8,0,0,0,0,0,0,1,17,17,0,4,2,42,21,1,12,140,
2012,Donte' Stallworth,StalDo00,NWE,WR,32,1,0,0,0,0,0,0,0,0,,0,2,1,63,63,1,12,138,
2012,Tim Tebow,TeboTi00,NYJ,RB,25,12,2,6,8,39,0,0,32,102,3.19,0,1,0,0,,0,12,120,
2012,Keith Toston,TostKe00,JAX,RB,25,5,1,0,0,0,0,0,17,74,4.35,0,4,3,41,13.67,0,12,121,
2012,Lawrence Vickers,VickLa00,DAL,RB,29,16,6,0,0,0,0,0,3,11,3.67,0,15,13,104,8,0,12,122,
2012,Josh Cooper,CoopJo00,CLE,WR,23,6,0,0,0,0,0,0,0,0,,0,19,8,106,13.25,0,11,142,
2012,Lance Dunbar,DunbLa00,DAL,RB,22,12,0,0,0,0,0,0,21,75,3.57,0,12,6,33,5.5,0,11,123,
2012,Kevin Elliott,ElliKe02,JAX,WR,24,13,1,0,0,0,0,0,0,0,,0,31,10,108,10.8,0,11,141,
2012,Michael Hoomanawanui,HoomMi00,NWE,TE,24,14,6,0,0,0,0,0,0,0,,0,7,5,109,21.8,0,11,58,
2012,Plaxico Burress,BurrPl00,PIT,WR,35,4,3,0,0,0,0,0,0,0,,0,7,3,42,14,1,10,144,
2012,Stephen Burton,BurtSt00,MIN,WR,23,12,1,0,0,0,0,0,0,0,,0,11,5,35,7,1,10,146,
2012,Orson Charles,CharOr00,CIN,TE,21,16,6,0,0,0,0,0,0,0,,0,10,8,101,12.63,0,10,59,
2012,Drew Davis,DaviDr00,ATL,WR,23,16,0,0,0,0,0,0,0,0,,0,5,4,40,10,1,10,145,
2012,Thaddeus Lewis,LewiTh01,CLE,QB,27,1,1,22,32,204,1,1,1,3,3,0,0,0,0,,0,10,50,
2012,Bruce Miller,MillBr02,SFO,RB,25,16,13,0,0,0,0,0,5,18,3.6,0,13,12,84,7,0,10,125,
2012,Kyle Orton,OrtoKy00,DAL,QB,30,1,0,9,10,89,1,0,0,0,,0,0,0,0,,0,10,51,
2012,Bear Pascoe,PascBe00,NYG,RB,26,15,3,0,0,0,0,0,0,0,,0,9,4,35,8.75,1,10,126,
2012,Brian Robiskie,RobiBr00,DET,WR,25,6,0,0,0,0,0,0,0,0,,0,6,4,44,11,1,10,143,
2012,Phillip Tanner,TannPh00,DAL,RB,24,14,0,0,0,0,0,0,25,61,2.44,0,5,4,41,10.25,0,10,124,
2012,David Ausberry,AusbDa00,OAK,TE,25,16,0,0,0,0,0,0,0,0,,0,12,7,92,13.14,0,9,61,
2012,Dorin Dickerson,DickDo00,BUF,RB,24,12,0,0,0,0,0,0,1,-8,-8,0,15,9,117,13,0,9,128,
2012,Daniel Fells,FellDa00,NWE,WR,29,13,4,0,0,0,0,0,0,0,,0,10,4,85,21.25,0,9,148,
2012,James Hanna,HannJa00,DAL,TE,23,16,2,0,0,0,0,0,0,0,,0,11,8,86,10.75,0,9,63,
2012,Todd Heap,HeapTo00,ARI,TE,32,2,1,0,0,0,0,0,0,0,,0,13,8,94,11.75,0,9,60,
2012,Colt McCoy,McCoCo00,CLE,QB,25,3,0,9,17,79,1,0,4,15,3.75,0,0,0,0,,0,9,53,
2012,Matt Moore,MoorMa01,MIA,QB,28,2,0,11,19,131,1,0,5,-3,-0.6,0,3,0,0,,0,9,52,
2012,Richard Murphy,MurpRi00,JAX,RB,26,5,0,0,0,0,0,0,23,92,4,0,1,0,0,,0,9,127,
2012,Matt Spaeth,SpaeMa00,CHI,TE,29,16,8,0,0,0,0,0,0,0,,0,10,6,28,4.67,1,9,62,
2012,Matt Willis,WillMa00,DEN,WR,28,15,0,0,0,0,0,0,0,0,,0,22,10,90,9,0,9,147,
2012,Nate Byham,ByhaNa00,TAM,TE,24,11,2,0,0,0,0,0,0,0,,0,4,3,18,6,1,8,66,
2012,Terrance Copper,CoppTe00,KAN,WR,30,15,0,0,0,0,0,0,1,1,1,0,12,8,79,9.88,0,8,150,
2012,Jason Hill,HillJa00,NYJ,WR,27,4,0,0,0,0,0,0,0,0,,0,3,2,15,7.5,1,8,151,
2012,Michael Palmer,PalmMi00,ATL,TE,24,13,2,0,0,0,0,0,0,0,,0,6,6,22,3.67,1,8,65,
2012,DeVier Posey,PoseDe00,HOU,WR,23,11,0,0,0,0,0,0,1,-3,-3,0,14,6,87,14.5,0,8,149,
2012,Konrad Reuland,ReulKo00,NYJ,TE,25,16,3,0,0,0,0,0,0,0,,0,16,11,83,7.55,0,8,64,
2012,Kahlil Bell,BellKa00,2TM,RB,26,7,0,0,0,0,0,0,29,76,2.62,0,2,2,13,6.5,0,7,132,
2012,Steve Breaston,BreaSt00,KAN,WR,29,10,4,0,0,0,0,0,0,0,,0,15,7,74,10.57,0,7,152,
2012,Rhett Ellison,ElliRh00,MIN,RB,24,16,7,0,0,0,0,0,0,0,,0,9,7,65,9.29,0,7,134,
2012,Jabar Gaffney,GaffJa00,MIA,WR,32,3,0,0,0,0,0,0,0,0,,0,10,4,68,17,0,7,155,
2012,Richard Gordon,GordRi00,OAK,TE,25,13,1,0,0,0,0,0,0,0,,0,7,2,9,4.5,1,7,68,
2012,Brandon Jackson,JackBr00,CLE,RB,27,2,0,0,0,0,0,0,8,54,6.75,0,4,2,20,10,0,7,129,
2012,Greg Jones,JoneGr01,JAX,RB,31,12,4,0,0,0,0,0,5,8,1.6,0,14,11,64,5.82,0,7,130,
2012,Le'Ron McClain,McClLe00,SDG,RB,28,16,9,0,0,0,0,0,14,42,3,0,10,8,29,3.63,0,7,131,
2012,Jamar Newsome,NewsJa00,KAN,WR,25,6,2,0,0,0,0,0,0,0,,0,16,5,73,14.6,0,7,153,
2012,Ben Obomanu,ObomBe00,SEA,WR,29,8,0,0,0,0,0,0,1,11,11,0,9,4,58,14.5,0,7,154,
2012,David Reed,ReedDa00,BAL,WR,25,5,0,0,0,0,0,0,0,0,,0,6,5,66,13.2,0,7,156,
2012,Darius Reynaud,ReynDa00,TEN,RB,28,16,0,0,0,0,0,0,16,33,2.06,0,10,5,35,7,0,7,133,
2012,Guy Whimper,WhimGu20,JAX,TE,29,16,6,0,0,0,0,0,0,0,,0,3,2,11,5.5,1,7,67,
2012,Cyrus Gray,GrayCy00,KAN,RB,23,10,0,0,0,0,0,0,7,44,6.29,0,3,2,18,9,0,6,135,
2012,Ladarius Green,GreeLa00,SDG,TE,22,4,1,0,0,0,0,0,0,0,,0,4,4,56,14,0,6,71,
2012,Virgil Green,GreeVi00,DEN,WR,24,12,2,0,0,0,0,0,0,0,,0,6,5,63,12.6,0,6,157,
2012,Lavelle Hawkins,HawkLa00,TEN,WR,26,7,1,0,0,0,0,0,0,0,,0,11,5,62,12.4,0,6,158,
